fare_amount,passenger_count,isAirport,year,hour,distance
3.3,1,0,2011,12,0.25516961557372375
13.5,1,0,2013,14,1.5654180745499557
10.5,1,0,2014,15,0.8875516305703431
9.3,2,0,2009,0,1.3259148300185748
6.5,5,0,2010,11,0.5968923598965793
7.3,4,0,2011,16,0.8893960292221532
14.5,5,0,2014,16,2.1204896618653124
8.1,1,0,2009,12,1.2960399484161351
14.5,1,0,2013,15,2.3149075097172744
5.0,2,0,2015,1,0.5072774304386154
6.9,5,0,2010,20,1.4466736147045889
16.9,1,0,2011,23,4.55745312255432
13.0,2,0,2012,1,3.079490375334541
6.0,1,0,2013,23,1.518909494027561
28.27,1,1,2009,18,5.609214957390852
40.83,1,0,2014,8,4.791466928691534
6.5,1,0,2014,21,0.5710024478687803
6.5,1,0,2011,7,0.8143612352601333
9.7,1,0,2012,11,2.0507977142523153
6.0,1,0,2012,17,0.8868449308797419
7.7,1,0,2009,16,1.5944451008853329
8.1,1,0,2011,22,2.044828610901494
12.1,1,0,2012,1,2.7536290199825753
4.9,1,0,2010,19,0.8921426525928231
16.5,1,0,2009,20,3.444002125296035
6.9,1,0,2010,7,1.419106833603243
7.0,1,0,2013,1,0.9694590753907354
31.83,1,1,2013,23,4.635339366954356
6.5,1,0,2013,12,0.4095789101129128
6.0,1,0,2013,13,0.520051294968344
55.83,1,0,2013,21,9.075613050301905
18.9,2,0,2011,2,3.5955202094001266
3.0,1,0,2013,18,0.191707405196503
6.0,6,0,2015,11,0.6870792909103561
4.1,1,0,2009,11,0.41575623762187414
5.5,1,0,2014,18,0.39313013726969365
12.0,1,0,2015,23,1.8291374523512363
6.1,1,0,2009,1,1.1006484216656975
6.5,1,0,2010,22,1.5474360821193536
4.1,2,0,2011,22,0.48141227045931845
6.5,1,0,2015,10,0.37714321370512344
3.3,1,0,2009,14,0.12084544513260989
13.0,2,0,2013,1,2.4639143091904745
15.0,2,0,2013,9,2.058499572621695
9.5,1,0,2014,8,0.921683525597029
2.5,1,0,2013,0,0.0
10.0,1,0,2014,17,0.9545102253474601
8.0,3,0,2014,17,1.1735189337617833
7.0,2,0,2014,18,0.9742537307780348
6.1,3,0,2011,1,0.9122435400057626
8.5,5,0,2011,13,0.542312600236137
26.5,1,0,2013,10,4.528982888870668
7.0,5,0,2014,16,0.7416256980125787
36.5,1,1,2014,15,6.9785030231916085
9.0,1,0,2015,22,1.126899596156603
3.7,1,0,2010,17,0.5143590268352441
11.7,3,0,2009,23,3.183256879852727
49.8,5,0,2012,11,11.879339824921153
16.9,2,0,2012,22,5.282934970470698
4.1,2,0,2009,17,0.6114507980204259
8.5,2,0,2012,3,1.4011470065149843
8.5,3,0,2012,22,1.3647760743268442
7.0,3,0,2013,7,0.9541407512922397
10.9,1,0,2009,16,1.9997643750039849
6.5,1,0,2010,12,0.8240327427672174
10.9,4,0,2010,16,1.7245431093362
5.0,1,0,2013,17,0.740504588767985
12.5,2,0,2009,20,1.6808762130102861
15.3,1,0,2011,22,4.31064517110722
11.3,1,0,2011,13,1.1287831778361854
39.7,1,1,2012,16,7.732350667286512
19.0,1,0,2015,9,2.495340429665159
5.5,1,0,2015,19,0.7519131918527879
8.1,1,0,2011,22,1.1556627132186548
15.7,2,0,2012,22,4.643434148644023
4.5,1,0,2012,6,0.8788985550894515
5.0,1,0,2015,23,0.4825808727778968
6.5,1,0,2009,8,1.4343704093317728
9.7,5,0,2010,20,1.8705531726612306
4.9,1,0,2012,12,0.8385670547383024
8.0,1,0,2013,20,1.0104728430291463
7.3,2,0,2009,10,0.5125842419831761
12.9,1,0,2010,22,2.512683954764197
15.3,1,0,2012,1,4.766181948262813
5.7,2,0,2009,19,0.635000669301987
9.7,1,0,2009,21,2.0429091667622035
9.3,3,0,2011,20,1.684628706034361
10.1,1,0,2012,20,2.1134830024819804
15.5,1,0,2014,21,2.8892958848835835
9.0,1,0,2015,13,0.829585211282343
6.1,1,0,2009,8,0.9696732544492855
4.5,1,0,2011,7,0.424761653841417
3.7,1,0,2012,8,0.5528353708781107
8.9,1,0,2009,7,1.4500954340330179
16.1,2,0,2009,22,2.3285469401174486
6.9,2,0,2011,17,1.0655882987357417
3.7,1,0,2012,5,0.6582974218703117
6.5,1,0,2012,23,1.4104469244077236
10.0,3,0,2014,13,1.9393056689321118
8.0,1,0,2015,18,1.057517672523197
5.3,1,0,2010,8,0.8240532742795914
8.9,1,0,2011,8,0.7221200859957392
29.5,1,0,2013,20,7.658982748758981
5.0,1,0,2014,22,0.6514209384154082
6.9,1,0,2009,2,2.158169959463732
7.7,1,0,2009,16,1.317319511796649
13.7,1,0,2012,21,4.254576814369973
9.0,2,0,2015,16,1.203659920633317
165.0,1,0,2009,21,0.017702642674189962
10.1,2,0,2009,23,2.1155269640116052
5.7,2,0,2010,21,0.7190067797400951
45.84,1,0,2015,8,0.007036484094597728
43.54,1,1,2015,9,6.00376277402736
8.1,1,0,2010,9,0.9090951394177513
12.1,1,0,2011,13,2.7861329411592224
11.7,1,0,2012,15,1.5510517453052972
13.0,2,0,2014,22,2.305540405676836
12.5,1,0,2011,20,3.944070006638438
25.7,1,1,2011,14,7.700210383786715
70.0,1,0,2009,14,0.001698306404643797
6.9,2,0,2011,14,1.2456000479793494
6.9,1,0,2012,17,1.2818083472098833
6.0,1,0,2013,9,1.1354509386329357
21.0,1,0,2014,12,4.698064286524811
15.5,1,0,2014,15,1.9045145297947061
12.0,1,0,2015,11,2.580032122759581
14.5,1,0,2009,13,2.964731814345563
16.0,2,0,2013,22,4.626607805001374
10.0,1,0,2013,19,1.315299392080955
5.5,6,0,2014,8,0.7504894849402329
13.0,2,0,2012,23,2.0501467348089752
12.0,1,0,2012,20,2.6273445434363376
7.5,5,0,2014,23,1.8005863794846957
4.9,1,0,2009,21,0.7204430261666495
5.3,1,0,2010,10,0.6927335713673022
8.5,4,0,2011,21,0.9233709696409107
8.0,2,0,2013,7,1.5901456632988498
5.5,1,0,2013,18,0.5786606026946595
4.5,1,0,2014,19,0.701541219860604
7.7,4,0,2009,22,1.3620456513265489
6.9,1,0,2010,8,3.148561165984476
6.9,1,0,2012,21,1.240835701573924
14.5,1,0,2012,10,2.0800174703903114
12.0,2,0,2013,17,2.1161031405282444
21.7,1,0,2009,22,4.850521110120087
14.9,1,0,2009,9,2.3693008594512284
3.3,1,0,2011,9,0.2887438243786342
6.5,1,0,2011,14,1.2613640821852043
10.9,1,0,2012,12,2.4448819517003684
19.5,1,0,2013,7,4.164838847768613
5.5,5,0,2014,17,0.7410984915761947
6.5,1,0,2012,11,0.9201613155266576
5.7,5,0,2012,21,0.5603628203595178
8.5,1,0,2013,21,1.6303965620486216
7.0,1,0,2013,22,1.2528399849844551
3.7,2,0,2009,19,0.2501585058526445
9.7,5,0,2010,11,1.2977950830058307
6.9,1,0,2011,18,0.9718316780395676
8.9,5,0,2012,13,2.021410472160716
12.5,1,0,2012,16,1.2061373501371906
24.5,1,0,2013,9,4.9269316477436105
11.0,1,0,2013,18,2.4309727347729444
9.5,5,0,2014,22,0.9585165235060119
8.5,1,0,2013,14,1.450888366824212
4.5,3,0,2015,17,0.5152031693583571
10.5,1,0,2009,22,1.7777134115135174
5.3,1,0,2009,6,0.8671863875326903
10.5,1,0,2011,19,2.995704207771906
4.1,1,0,2011,7,2.3644244214354253
8.9,1,0,2009,19,2.0391066163435374
9.7,1,0,2010,18,6.166836013868778
5.7,1,0,2012,8,0.7317885516152883
6.0,2,0,2012,7,1.2705126804122944
4.5,1,0,2009,18,0.8185305960809974
8.5,2,0,2009,16,0.3937744660332507
9.3,1,0,2010,4,2.575434788325795
16.9,1,0,2010,14,0.38709798141982055
15.0,3,0,2013,16,1.5869098965532966
13.5,1,0,2015,19,2.9962801355018835
6.5,1,0,2010,8,0.9971666132450818
10.5,1,0,2011,23,2.4141837489171722
29.7,1,1,2011,19,8.38072838202727
13.5,1,0,2013,23,3.382861263282294
6.5,1,0,2012,10,0.8622673055350412
10.5,1,0,2012,15,2.7395320127206424
6.0,2,0,2013,12,0.3934681548218883
6.5,1,0,2014,20,1.4051676355890212
3.3,2,0,2010,19,0.45039962265172134
15.0,5,0,2013,21,2.2030459916499794
9.0,2,0,2013,3,1.2266392501070595
8.0,1,0,2014,7,1.1716399996629077
31.7,1,1,2011,13,5.4234557700559165
10.9,1,0,2009,11,1.4571724160223027
7.3,1,0,2009,21,1.5732848176994643
8.0,2,0,2015,18,1.0522472557062186
19.7,1,0,2012,18,4.775837877184653
10.0,5,0,2014,0,1.6558872201837382
4.6,1,0,2009,1,0.5095059033868768
8.9,1,0,2009,9,2.559667353470805
4.5,3,0,2013,23,0.6072036120912637
10.5,1,0,2013,21,1.866835419816801
30.5,2,0,2013,21,5.834588186072331
10.0,4,0,2013,19,0.9985855209807029
7.5,1,0,2015,8,0.9905767770608824
16.1,1,0,2010,10,3.9430441352575323
7.3,1,0,2011,22,0.7922844835455847
26.5,3,0,2009,0,5.271387703602153
7.7,1,0,2011,15,0.7713475096473408
4.5,1,0,2012,15,0.5851634610893347
8.0,1,0,2013,8,0.7272789642216854
30.5,1,0,2015,21,8.127648254118508
5.0,4,0,2015,13,0.3719724661254437
11.7,1,0,2009,15,2.465022603717641
7.3,1,0,2010,13,1.3305382572883584
14.0,1,0,2012,15,1.1989967360418794
15.0,1,0,2012,0,3.4262206499667056
11.3,1,0,2009,15,3.306748866800602
3.7,6,0,2009,0,0.5410926875177514
9.3,1,0,2010,16,1.3561620328578448
16.0,1,0,2013,23,2.737572019159645
6.9,3,0,2010,18,1.0303424702145139
10.5,1,0,2011,22,2.872958228819751
7.0,1,0,2012,21,1.009962646032812
16.0,1,0,2014,10,3.2803079917378035
8.5,1,0,2014,7,1.0859548994372006
6.1,1,0,2009,19,0.8369872092753667
9.7,2,0,2011,0,1.6599127636262911
5.3,1,0,2010,19,0.6961479807425578
6.0,1,0,2014,10,1.4989735367321106
33.7,1,1,2011,14,11.894765076178219
6.1,1,0,2012,7,0.9372494492953379
5.5,2,0,2013,1,0.3512742883030222
9.5,1,0,2014,22,1.2979430016855025
9.3,5,0,2012,17,1.6908923047588478
26.5,1,0,2012,18,3.9942851628540206
8.9,1,0,2010,18,1.7205503983048374
11.3,1,0,2011,8,2.8332647545012333
3.0,1,0,2012,12,0.1367156486745607
7.5,2,0,2013,1,0.7363415345919248
9.0,1,0,2015,23,1.310749322384295
12.5,3,0,2015,15,0.8368659098903789
40.1,3,0,2009,6,12.46396386828297
6.5,1,0,2012,10,0.8469749632084999
9.5,1,0,2013,18,1.1855052386421043
8.5,3,0,2013,0,1.2183858624279191
29.6,1,0,2009,21,10.667165324944161
9.5,1,0,2014,12,1.3511185407138453
14.0,1,0,2013,21,2.1619081448941526
10.1,1,0,2010,21,1.1455207221839436
13.7,1,0,2010,15,1.5242913265703748
33.33,1,0,2015,8,4.941279190913503
4.5,1,0,2011,20,0.5400482483188063
6.0,3,0,2013,11,0.0
11.0,1,0,2014,20,1.5605353368224824
7.7,3,0,2011,19,0.8213206886329382
11.0,1,0,2013,8,1.269701186672645
14.5,1,0,2013,8,2.188001354848218
7.5,1,0,2013,0,1.8184077983840488
8.5,2,0,2014,16,1.2449051500758779
8.9,2,0,2009,20,1.2906685824074673
4.9,1,0,2010,19,0.432563438063198
4.5,2,0,2010,9,0.5209882419485533
11.3,1,0,2010,18,3.246933252703364
6.5,1,0,2010,8,0.7337167658265951
30.1,1,0,2011,11,7.690071791712872
4.5,1,0,2013,20,0.7143677328683357
30.5,2,1,2013,21,8.098820276832752
6.0,1,0,2014,12,0.6459989583308322
5.3,5,0,2009,19,0.8226791205874529
6.9,1,0,2011,8,1.1560534443844086
13.5,1,0,2012,4,3.1641545787722514
4.0,6,0,2013,10,0.41429992777238106
6.0,1,0,2014,10,0.6333556086151975
7.3,2,0,2010,23,1.7235616626384649
18.9,1,0,2010,21,3.8359657137487786
5.3,2,0,2010,8,0.8307598330187581
11.7,5,0,2011,7,2.7630051931468915
5.7,1,0,2012,14,0.9200166023270344
8.0,1,0,2013,6,1.8638785880321092
21.7,1,0,2010,18,4.483159168537075
9.7,3,0,2011,8,1.6623682188152686
6.1,4,0,2009,6,1.2878886691797207
8.1,2,0,2010,3,1.223635826879763
7.0,1,0,2013,19,0.0
5.5,5,1,2014,22,12.626581430324826
10.0,1,0,2015,12,1.0994063505065554
13.7,1,0,2010,21,2.4411621367088125
4.9,5,0,2011,1,0.7892902087640787
10.5,1,0,2012,7,2.8608165883763554
6.5,2,0,2015,6,1.2321036784657324
7.7,1,0,2009,16,1.3783538676113927
9.5,1,0,2014,23,1.6741594603419578
2.5,1,0,2013,8,0.006795000159254029
6.0,1,0,2014,17,0.7421699434953518
11.0,2,0,2015,19,0.5347649432742779
8.9,1,0,2012,14,2.4546600820688225
8.5,2,0,2014,16,1.3601361524898752
14.1,4,0,2011,21,2.0812256945739587
6.5,4,0,2013,15,0.6821976815732913
15.0,1,0,2013,20,2.4957683768570003
5.5,1,0,2014,19,0.24945831032062088
10.5,1,0,2012,22,1.585926162210915
7.5,1,0,2013,13,0.7617612153305796
15.5,6,0,2014,22,3.762996181111948
2.5,2,0,2009,19,61.99587619653048
6.9,2,0,2009,13,0.8032889917769158
3.0,5,0,2013,12,0.04783220670305653
16.0,1,0,2014,23,3.4813693549855493
8.0,1,0,2014,22,1.0954418845735088
7.7,1,0,2009,17,1.591741603647145
6.9,1,0,2010,13,1.3763153454539339
6.0,1,0,2013,16,1.423534351893538
17.7,2,0,2009,21,5.097819827127372
4.1,1,0,2012,23,0.58328927402167
10.1,1,0,2012,9,2.1407248075199434
17.0,3,0,2013,17,1.8516643631532888
11.5,2,0,2013,7,2.2547347348951248
30.0,1,0,2014,11,3.742180930085629
9.3,1,0,2009,11,1.7649149071863046
8.1,2,0,2010,8,1.4594852699452348
9.7,1,0,2012,9,1.1121982320116417
17.0,4,0,2012,16,3.614690624868647
5.7,1,0,2012,12,0.5499360460085745
12.5,1,0,2013,13,1.910416221074736
18.9,1,0,2011,13,4.504582232806185
13.3,1,0,2012,16,2.773060101861488
21.5,1,0,2013,21,4.9188954675759025
18.0,6,0,2013,11,3.7010788477723664
65.5,1,0,2014,14,10.753925398048791
18.1,1,0,2009,7,6.164392954244868
4.0,1,0,2013,3,0.48922651995363287
15.3,1,0,2010,14,1.7950558709020343
12.0,6,0,2013,1,0.9193461086771301
3.5,1,0,2013,12,0.20970057658862468
15.5,1,0,2015,14,3.7687418934678503
6.0,5,0,2012,18,0.48682840300672536
18.35,1,0,2009,4,2.7540837704405607
7.7,1,0,2012,23,1.34722506267326
4.1,5,0,2012,18,0.3050787417653781
5.5,1,0,2014,11,0.6326524038339755
4.9,1,0,2010,17,0.6357851513703134
26.27,1,1,2010,22,4.770149063168341
7.3,1,0,2011,16,0.0
10.0,1,0,2013,22,1.9366147068462867
3.7,1,0,2009,13,0.20356093006881662
4.9,5,0,2011,19,0.9349359942398175
5.7,1,0,2011,22,1.1512927021946116
28.1,1,0,2011,13,6.49265587150164
6.5,1,0,2013,17,0.8949713034827946
9.7,1,0,2012,1,3.1009173933399796
6.5,1,0,2014,16,0.6404540166087277
5.7,1,0,2009,15,0.5100949090259395
8.5,1,0,2010,22,1.7413604612292
16.9,2,0,2012,3,3.952292334089044
13.3,1,0,2012,1,3.1088749767505583
18.5,1,0,2013,17,2.7004653389727142
4.9,1,0,2011,0,0.6346982922131044
12.9,1,0,2012,22,2.3746515290879677
23.0,1,0,2013,1,2.697200844142326
4.0,1,0,2014,21,0.46051535006843936
32.4,1,0,2010,13,6.038605295432498
14.5,1,0,2010,15,3.547585931175427
6.5,2,0,2012,21,0.8177115640547119
8.5,1,0,2014,13,1.1602001878818131
8.9,2,0,2010,1,1.4356514408045233
17.3,1,0,2011,1,3.3988723392052247
4.5,1,0,2012,13,0.39635650966284935
7.5,1,0,2012,7,0.7324303533842685
6.0,1,0,2015,12,0.7820338251556306
2.5,1,0,2009,16,0.003424334631473343
30.1,1,1,2011,13,9.500995952121581
7.0,1,0,2013,21,0.8415027236626851
6.1,1,0,2009,17,0.8431050052081744
4.5,5,0,2011,22,0.7609890891635089
4.5,1,0,2011,2,0.5344691104532446
8.9,1,0,2010,7,1.6297301311574042
9.7,1,0,2011,17,1.7080443257105458
3.3,1,0,2011,13,0.2362139979604428
5.0,1,0,2012,20,0.4843429875064672
20.0,1,0,2012,9,3.1734634475826335
13.3,1,0,2009,12,2.27387377023925
45.0,1,0,2011,5,13.339020635622159
8.1,1,0,2012,14,1.8213867246165445
57.33,1,1,2013,7,11.957628573425062
8.0,1,0,2015,18,1.573702635856202
5.3,1,0,2012,13,0.5894097437296282
7.7,1,0,2009,14,1.343732306228045
21.3,1,0,2009,11,5.571081919725022
12.5,2,0,2010,0,3.4172400875111806
6.5,1,0,2010,19,0.6426388141377075
15.3,3,0,2011,5,3.8192134305398473
7.5,1,0,2012,3,1.219706056459767
13.3,1,0,2009,9,2.756059422953647
2.5,1,0,2012,15,0.0
12.5,2,0,2009,8,2.1290379412689022
4.5,1,0,2009,10,0.43617477748635736
7.3,2,0,2010,20,1.8584628329365542
3.7,1,0,2011,15,0.43622332270404124
7.5,2,0,2013,11,1.4550433632045445
4.9,1,0,2010,9,0.5207963806687494
6.9,2,0,2011,16,0.47101245316003615
6.1,5,0,2012,17,0.5570206281431559
4.5,1,0,2014,3,0.548415891893437
7.0,6,0,2014,3,1.3961763674041574
4.5,5,0,2010,8,0.8571462762957152
19.5,1,0,2014,23,3.8721982695200188
16.9,2,0,2011,17,2.587648111405096
6.0,1,0,2014,13,0.6520455264752099
25.450000000000006,1,1,2009,13,4.778219240501813
4.9,1,0,2010,17,0.8423587540928327
4.1,2,0,2010,20,0.78515681589143
8.5,2,0,2014,14,1.4251494845270936
4.9,1,0,2011,13,0.4346725093111872
45.0,1,1,2012,16,12.266054658440627
10.1,1,0,2009,19,2.7382263356181173
8.5,1,0,2010,5,2.325770900152504
2.9,2,0,2011,16,0.12454724833148657
13.7,1,0,2012,12,3.919794590561285
12.0,3,0,2014,15,2.1078760778241192
36.33,1,0,2014,7,6.1609115506327585
16.0,5,0,2015,10,1.7531676422089837
6.5,1,0,2010,16,1.192054239539234
10.5,1,0,2011,19,1.6799135081700578
8.0,2,0,2014,21,1.0540112053685922
9.5,2,0,2015,6,1.6672315983325054
8.5,1,0,2013,13,1.0574788573564415
4.5,1,0,2014,13,0.5782650134325009
6.1,5,0,2009,18,1.1982520464275959
9.7,1,0,2009,10,1.9094716747995917
15.3,2,0,2011,18,4.240073725034293
5.5,1,0,2012,3,0.8855789970543082
5.3,2,0,2009,14,0.9243512627188699
9.3,1,0,2010,17,2.0634466406444085
8.9,1,0,2011,13,0.8771802648179717
11.5,2,0,2013,8,2.1867557503078183
10.5,6,0,2014,16,1.6261855606744873
10.9,1,0,2012,18,2.283715779264297
8.5,1,0,2013,10,1.883291199474882
6.0,5,0,2014,19,0.6355559545586096
8.5,1,0,2010,20,1.028550817804086
7.0,1,0,2014,6,1.3206313019171172
3.7,1,0,2009,1,0.34832140510203063
5.0,1,0,2013,12,0.7967277489427247
10.5,1,0,2014,14,0.7880978225004913
10.5,2,0,2012,9,2.0050721104473057
20.0,1,0,2013,20,3.947027966929978
13.5,2,0,2014,1,3.2744359354104
9.5,1,0,2015,23,1.2940726947029242
7.7,1,0,2009,8,1.1196947157167483
9.3,1,0,2010,1,3.337961688603575
8.1,1,0,2011,19,1.6643163668299168
6.0,1,0,2013,8,0.6974393722085835
4.5,1,0,2013,21,0.5756666444754857
15.3,3,0,2009,21,3.7707800894399743
8.1,1,0,2010,18,0.9003030505663445
4.1,2,0,2011,12,0.191006123185832
12.9,1,0,2012,18,3.1902024307638897
23.5,1,0,2014,21,4.2273667638171695
7.5,1,0,2015,19,1.1168754463038348
8.0,2,0,2015,23,1.1605971309772687
5.3,1,0,2009,19,0.9465981545825476
21.7,4,0,2010,1,8.402940001666488
8.1,3,0,2010,19,1.2076985499151653
49.8,5,0,2011,19,11.916477159049286
13.3,1,0,2012,12,3.845580527287853
6.1,2,0,2012,15,0.5331502998666066
10.9,1,0,2012,3,3.177655111497231
6.5,1,0,2014,21,0.8744631693096528
9.0,2,0,2015,22,1.5892381723678448
5.3,3,0,2011,15,0.8156806468806953
8.5,1,0,2014,1,2.3429921367477644
5.0,1,0,2009,22,0.7258455510396952
8.5,1,0,2009,23,2.50540220269455
8.5,1,0,2011,23,1.751810019168311
6.9,2,0,2011,9,0.14919796605645275
6.0,2,0,2014,18,0.9234462815798976
9.0,1,0,2014,9,0.8230350409098756
12.9,1,0,2011,1,2.041221609141694
6.5,2,0,2011,16,1.18555291084699
4.5,1,0,2014,19,0.5785100134559639
9.0,1,0,2015,22,2.2276154408597817
9.7,2,0,2010,12,1.8347527220794697
45.0,2,0,2012,15,12.594556086047092
6.5,1,0,2015,1,1.1243052797965536
6.5,1,0,2011,16,1.1462261436553585
3.0,2,0,2013,14,0.16206266873077696
7.0,1,0,2015,12,0.9574958156607589
5.3,1,0,2009,15,0.5780450823440032
4.9,1,0,2011,12,0.7678562015042979
6.5,1,0,2011,20,1.3436413550389557
6.1,2,0,2010,4,0.9754372534266539
10.0,1,0,2015,4,2.8298525161331667
5.5,1,0,2015,6,0.8025971089007344
46.0,1,0,2009,6,6.235454610252431
5.3,1,0,2010,0,0.6741110998669617
16.5,2,0,2013,7,3.741275114099192
12.0,2,0,2013,22,1.8499219326861078
17.5,1,0,2014,20,2.9853254295081086
7.3,5,0,2009,18,1.2667705602810508
22.5,3,0,2009,4,6.10454474737852
7.5,1,0,2014,15,1.2292330833015317
6.5,1,0,2009,16,0.84301024919557
10.1,1,0,2009,20,1.7531769399370327
9.5,1,0,2013,13,1.9996601564666852
10.5,2,0,2011,0,2.5998456736482596
12.5,2,0,2013,4,1.5907762696536076
8.9,1,0,2009,15,1.243477230419676
4.9,2,0,2012,23,0.9495314392632326
11.7,1,0,2012,9,1.522273354758751
10.1,1,0,2012,10,1.949312333445357
5.0,1,0,2014,11,0.5936080739806885
12.5,1,0,2015,18,2.6585286029581807
21.3,1,0,2009,22,4.383884855245832
8.0,1,0,2013,21,1.1379075146996085
12.9,1,0,2009,20,3.107528658552819
5.3,1,0,2010,11,1.0293032302136267
7.7,1,0,2010,23,1.5676093749832867
3.7,1,0,2011,23,0.2532846617116158
28.8,1,0,2013,15,5.479333635859566
13.0,1,0,2014,8,2.178509610511222
7.7,1,0,2011,16,0.0
9.0,2,0,2014,8,1.4485960818989376
8.0,1,0,2014,9,0.7689946508290914
8.1,1,0,2009,7,2.1757760944480165
8.5,1,0,2013,11,1.5823087555052398
5.5,1,0,2014,12,0.8702106163308607
12.1,4,0,2011,2,3.1714343192778207
6.5,2,0,2013,20,0.664954204628759
5.5,5,0,2013,11,0.7219493637354762
11.0,1,0,2015,4,2.565844918844489
14.1,1,0,2011,8,3.8891287547056312
8.9,2,0,2011,12,1.2973215621130243
8.1,1,0,2011,3,2.3322425072852737
3.3,1,0,2012,1,0.31292148067007425
15.0,3,0,2012,17,2.334421667594424
15.0,1,0,2013,17,2.975222927012734
15.5,1,0,2014,0,3.6559047774480713
6.9,1,0,2010,11,1.357208528407422
6.1,2,0,2010,13,1.0146356177625728
4.5,1,0,2012,20,0.6806851454672469
6.5,2,0,2012,12,1.0849425851942303
8.5,1,0,2013,15,1.0059074969993094
12.9,1,0,2010,19,2.233689234675509
11.5,3,0,2013,0,0.5248926229933695
25.3,1,0,2010,15,5.771421921620724
5.7,5,0,2012,10,1.3916186619445239
9.5,1,0,2014,19,1.1871842072494352
8.5,1,0,2015,18,1.0519893205644955
4.1,3,0,2010,12,0.5495926069772814
10.1,0,0,2011,11,1.8332521476613437
12.5,2,0,2012,17,2.2583024409765504
14.0,1,0,2013,9,2.4029482631159627
14.0,1,0,2014,14,1.181518389613414
12.5,1,0,2009,15,3.4070074310945264
23.7,1,1,2011,20,6.2303632486455145
4.9,2,0,2012,17,0.7794115394400057
9.3,1,0,2010,15,1.8564685739767781
8.0,1,0,2014,12,0.6215589824108232
2.9,1,0,2010,3,0.17655376441614926
8.5,5,0,2011,0,2.336528289237367
4.1,1,0,2012,21,0.594217457826932
13.7,1,0,2012,23,3.046539518556288
8.0,1,0,2013,9,0.9690647674642358
57.33,5,0,2013,15,13.059679024991345
6.1,1,0,2011,9,0.8698011958699928
5.7,5,0,2009,0,0.7295295670030307
6.1,2,0,2010,9,0.4668289408516449
3.3,1,0,2012,11,0.38003439609586176
14.5,6,0,2011,20,2.7695533306743054
24.9,1,0,2011,23,6.8352340688909
5.5,5,0,2013,21,0.5077238024477565
9.7,1,0,2009,11,1.5846907489845945
8.5,1,0,2012,21,2.009730777109673
14.5,1,0,2014,20,3.228459081705781
9.0,1,0,2013,20,1.2702938840845084
7.7,1,0,2010,17,1.4242154888711687
4.0,1,0,2013,17,0.5835511477110432
21.3,1,0,2011,15,5.425081323562599
6.0,5,0,2012,19,0.5686370372384745
9.0,1,0,2012,9,1.3416616996044277
9.5,1,0,2014,18,1.722214339139144
5.0,1,0,2015,13,0.5327574509959752
15.7,1,0,2012,19,2.6539086939658554
9.0,1,0,2013,14,1.1373318643172337
13.0,2,0,2015,22,1.9214917046858766
3.0,1,0,2012,15,0.23978059078289565
12.5,1,0,2015,22,1.7467612640492594
16.9,1,0,2011,18,3.5685587357549178
49.8,1,1,2012,17,12.637605457397129
4.5,1,0,2010,9,0.6503315017639101
6.9,2,0,2012,13,1.2798521061774244
5.5,1,0,2013,9,0.39350194182779397
5.7,1,0,2011,8,1.1408957274078868
57.33,2,1,2014,21,12.257842093170073
10.0,1,0,2015,9,1.382297631628593
4.5,1,0,2010,9,0.20484747599816874
8.5,1,0,2011,14,1.5249536093666274
26.8,1,0,2012,7,5.10966396745128
6.5,5,0,2014,23,0.7868534921477764
6.1,2,0,2009,17,0.6547754714902466
7.3,1,0,2009,20,0.3236788643458362
10.5,2,0,2013,16,2.253291269117211
10.9,1,0,2012,10,2.0677836665682787
21.0,1,0,2013,20,3.91921105858563
7.5,2,0,2014,23,0.5806676181181005
11.3,1,0,2010,18,3.657594171063217
9.7,1,0,2011,15,0.5961942234877692
12.1,1,0,2011,23,2.086485058734855
4.5,2,0,2013,9,0.43421529747769105
25.83,1,0,2014,8,3.6941146187485887
6.5,1,0,2009,22,0.9717303945996907
10.5,1,0,2011,8,1.1707859907131704
8.9,1,0,2011,19,1.884282512555928
7.5,5,0,2015,2,0.9248182692599287
17.7,1,0,2010,10,5.74341299482921
4.9,5,0,2011,22,0.4940517355171234
10.1,1,0,2009,9,0.8464521540006917
8.5,1,0,2011,17,1.0554380640773562
13.3,5,1,2011,15,3.711470259425439
4.1,1,0,2012,6,0.590816807454989
15.0,1,0,2013,15,2.662062892543238
15.5,1,0,2014,10,2.8351700476839454
7.3,1,0,2010,9,1.2916352664448456
49.8,1,1,2011,0,13.33386165528483
9.5,2,0,2013,7,1.7598786170203096
4.9,1,0,2011,16,0.5324492221505679
77.0,1,0,2012,15,11.177844766286988
4.5,1,0,2010,10,0.7484620085110597
7.3,1,0,2009,21,1.5453501279057247
30.4,5,0,2009,16,5.724698610577495
27.3,1,0,2009,18,0.058173439123015785
11.3,1,0,2010,20,3.6316423877901065
6.0,1,0,2012,23,0.32746379395503683
3.0,1,0,2013,6,0.19892400222690373
11.0,1,0,2015,23,2.007726680677347
4.9,2,0,2011,19,0.8599556521423921
19.5,2,0,2013,9,3.336537987835207
6.0,1,0,2015,10,0.9985559794341674
8.5,1,0,2015,7,1.1114376438386595
16.5,1,0,2012,14,2.8860998848658124
17.5,1,0,2013,8,3.1799475529542085
4.0,1,0,2015,17,0.4236537841873187
4.9,5,0,2009,18,0.46464419316395106
8.1,2,0,2010,14,1.3827164411546364
